ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Orthographic_Entry,Attestation
MuishaungNeedham-74_beatdrum-1,,MuishaungNeedham,74_beatdrum,nuŋ.tɪm,nuŋ.tɪm,n u ŋ + t ɪ m,,Needham1897,,,^n u ŋ . t ɪ m$,default,nungtim,1897
MuishaungModern-74_beatdrum-1,,MuishaungModern,74_beatdrum,nuŋ₂ tɨm₁,nuŋ₂_tɨm₁,n u ŋ ₂/²³¹ + t ɨ m ₁/³¹,,VanDam2025,,,^n u ŋ ₂_ t ɨ m ₁$,default,nungx tuimz,2024
MuishaungNeedham-75_dung-1,,MuishaungNeedham,75_dung,diˀ,diˀ,d i ˀ/ʔ,,Needham1897,,,^d iˀ$,default,dî,1897
MuishaungModern-75_dung-1,,MuishaungModern,75_dung,diʔ₄,diʔ₄,d i ʔ ₄/⁵⁵,,VanDam2025,,,^d i ʔ ₄$,default,diq,2024
MuishaungNeedham-76_dust-1,,MuishaungNeedham,76_dust,mut.guɪ,mut.guɪ,m u t + g u ɪ,,Needham1897,,,^m u t . g u ɪ$,default,mût´gui,1897
MuishaungModern-76_dust-1,,MuishaungModern,76_dust,bok₄kʰɨi₂,bok₄kʰɨi₂,b o k ₄/⁵⁵ + kʰ ɨi ₂/²³¹,,VanDam2025,,,^b o k ₄ kʰ ɨi ₂$,default,bok.khuiyx,2024
MuishaungNeedham-77_ear-1,,MuishaungNeedham,77_ear,nɑ,nɑ,n ɑ,,Needham1897,,,^n ɑ$,default,nâ,1897
MuishaungModern-77_ear-1,,MuishaungModern,77_ear,na₃,na₃,n a ₃/³³,,VanDam2025,,,^n a ₃$,default,nac,2024
MuishaungNeedham-78_earring-1,,MuishaungNeedham,78_earring,nɑ.ʧʰi,nɑ.ʧʰi,n ɑ + tʃʰ i,,Needham1897,,,^n ɑ . ʧʰ i$,default,nâchî,1897
MuishaungModern-78_earring-1,,MuishaungModern,78_earring,na₃ʨi₃,na₃ʨi₃,n a ₃/³³ + tɕ i ₃/³³,,VanDam2025,,,^n a ₃ ʨ i ₃$,default,nac.jic,2024
MuishaungNeedham-79_earth-1,,MuishaungNeedham,79_earth,gɑˀ,gɑˀ,g ɑˀ,,Needham1897,,,^g ɑˀ$,default,gâ,1897
MuishaungModern-79_earth-1,,MuishaungModern,79_earth,ɣaʔ₄,ɣaʔ₄,ɣ a ʔ ₄/⁵⁵,,VanDam2025,,,^ɣ a ʔ ₄$,default,ghaq,2024
MuishaungNeedham-80_eat-1,,MuishaungNeedham,80_eat,sɑ,sɑ,s ɑ,,Needham1897,,,^s ɑ$,default,sâ,1897
MuishaungModern-80_eat-1,,MuishaungModern,80_eat,saʔ₄,saʔ₄,s a ʔ ₄/⁵⁵,,VanDam2025,,,^s a ʔ ₄$,default,saq,2024
MuishaungNeedham-81_egg-1,,MuishaungNeedham,81_egg,wu.di,wu.di,w u + d i,,Needham1897,,,^w u . d i$,default,wû´dî,1897
MuishaungModern-81_egg-1,,MuishaungModern,81_egg,βu₁ti₁,βu₁ti₁,β u ₁/³¹ + t i ₁/³¹,,VanDam2025,,,^β u ₁ t i ₁$,default,wuz.tiz,2024
MuishaungNeedham-82_empty-1,,MuishaungNeedham,82_empty,ʃɒk.tʰy,ʃɒk.tʰy,ʃ ɒ k + tʰ y,,Needham1897,,,^ʃ ɒ k . tʰ y$,default,shok´thü,1897
MuishaungModern-82_empty-1,,MuishaungModern,82_empty,ʃɐuk₄t̪ʰɨ₁,ʃɐuk₄t̪ʰɨ₁,ʃ ɐu k ₄/⁵⁵ + t̪ʰ ɨ ₁/³¹,,VanDam2025,,,^ʃ ɐu k ₄ t̪ʰ ɨ ₁$,default,shvuk.httuiz,2024
MuishaungNeedham-83_eye-1,,MuishaungNeedham,83_eye,mʌk,mʌk,m ʌ k,,Needham1897,,,^m ʌ k$,default,mak,1897
MuishaungModern-83_eye-1,,MuishaungModern,83_eye,mɨk₄,mɨk₄,m ɨ k ₄/⁵⁵,,VanDam2025,,,^m ɨ k ₄$,default,muik,2024
MuishaungNeedham-84_face-1,,MuishaungNeedham,84_face,tʰʌl,tʰʌl,tʰ ʌ l,,Needham1897,,,^tʰ ʌ l$,default,thal,1897
MuishaungModern-84_face-1,,MuishaungModern,84_face,tʰɐl₂,tʰɐl₂,tʰ ɐ l ₂/²³¹,,VanDam2025,,,^tʰ ɐ l ₂$,default,htvlx,2024
MuishaungNeedham-85_false-1,,MuishaungNeedham,85_false,ɑ.rɒt,ɑ.rɒt,ɑ + r ɒ t,,Needham1897,,,^ɑ . r ɒ t$,default,â´rot,1897
MuishaungModern-85_false-1,,MuishaungModern,85_false,ə₀roɐt₄,ə₀roɐt₄,ə ₀/⁰ r o ɐ t ₄/⁵⁵,,VanDam2025,,,^ə ₀ r o ɐ t ₄$,default,v.rovt,2024
MuishaungNeedham-86_elephant-1,,MuishaungNeedham,86_elephant,ʧɑn,ʧɑn,tʃ ɑ n,,Needham1897,,,^ʧ ɑ n$,default,jân,1897
MuishaungModern-86_elephant-1,,MuishaungModern,86_elephant,ʨɔ₁,ʨɔ₁,tɕ ɔ ₁/³¹,,VanDam2025,,,^ʨ ɔ ₁$,default,jawz,2024
MuishaungNeedham-87_fatnotlean-1,,MuishaungNeedham,87_fatnotlean,ɑ.py,ɑ.py,ɑ + p y,,Needham1897,,,^ɑ . p y$,default,â´pü,1897
MuishaungModern-87_fatnotlean-1,,MuishaungModern,87_fatnotlean,ə₀pɨ₁,ə₀pɨ₁,ə ₀/⁰ p ɨ ₁/³¹,,VanDam2025,,,^ə ₀ p ɨ ₁$,default,v.puiz,2024
MuishaungNeedham-88_far-1,,MuishaungNeedham,88_far,ɑ.ʧɑl,ɑ.ʧɑl,ɑ + tʃ ɑ l,,Needham1897,,,^ɑ . ʧ ɑ l$,default,â´jâl,1897
MuishaungModern-88_far-1,,MuishaungModern,88_far,ʒal₁,ʒal₁,ʒ a l ₁/³¹,,VanDam2025,,,^ʒ a l ₁$,default,yalz,2024
MuishaungNeedham-89_father-1,,MuishaungNeedham,89_father,βɑ,βɑ,β ɑ,,Needham1897,,,^β ɑ$,default,vâ,1897
MuishaungModern-89_father-1,,MuishaungModern,89_father,ə₀βa₁,ə₀βa₁,ə ₀/⁰ β a ₁/³¹,,VanDam2025,,,^ə ₀ β a ₁$,default,v.waz,2024
MuishaungNeedham-90_fear-1,,MuishaungNeedham,90_fear,ɑ.hi,ɑ.hi,ɑ + h i,,Needham1897,,,^ɑ . h i$,default,â´hî,1897
MuishaungModern-90_fear-1,,MuishaungModern,90_fear,ə₀hi₁,ə₀hi₁,ə ₀/⁰ h i ₁/³¹,,VanDam2025,,,^ə ₀ h i ₁$,default,v.hiz,2024
MuishaungNeedham-91_feather-1,,MuishaungNeedham,91_feather,mul,mul,m u l,,Needham1897,,,^m u l$,default,mûl,1897
MuishaungModern-91_feather-1,,MuishaungModern,91_feather,mul₁,mul₁,m u l ₁/³¹,,VanDam2025,,,^m u l ₁$,default,mulz,2024
MuishaungNeedham-92_female-1,,MuishaungNeedham,92_female,jɑl.ʃɪk/jɑ.ʃɪk,jɑl.ʃɪk,j ɑ l + ʃ ɪ k,,Needham1897,,,^j ɑ l . ʃ ɪ k$,default,yâl´shik/yâ´shik,1897
MuishaungNeedham-92_female-2,,MuishaungNeedham,92_female,jɑl.ʃɪk/jɑ.ʃɪk,jɑ.ʃɪk,j ɑ + ʃ ɪ k,,Needham1897,,,^j ɑ . ʃ ɪ k$,default,yâl´shik/yâ´shik,1897
MuishaungModern-92_female-1,,MuishaungModern,92_female,ʒal₂ʨɨk₄,ʒal₂ʨɨk₄,ʒ a l ₂/²³¹ + tɕ ɨ k ₄/⁵⁵,,VanDam2025,,,^ʒ a l ₂ ʨ ɨ k ₄$,default,yalx.juik,2024
MuishaungNeedham-93_finger-1,,MuishaungNeedham,93_finger,jɒk.ʃi,jɒk.ʃi,j ɒ k + ʃ i,,Needham1897,,,^j ɒ k . ʃ i$,default,yok´shî,1897
MuishaungModern-93_finger-1,,MuishaungModern,93_finger,ʒɐuk₄ʃi₂,ʒɐuk₄ʃi₂,ʒ ɐu k ₄/⁵⁵ + ʃ i ₂/²³¹,,VanDam2025,,,^ʒ ɐu k ₄ ʃ i ₂$,default,yvuk.shix,2024
MuishaungNeedham-94_fire-1,,MuishaungNeedham,94_fire,βʌr,βʌr,β ʌ r,,Needham1897,,,^β ʌ r$,default,varr,1897
MuishaungModern-94_fire-1,,MuishaungModern,94_fire,βɐr₁,βɐr₁,β ɐ r ₁/³¹,,VanDam2025,,,^β ɐ r ₁$,default,wvrz,2024
MuishaungNeedham-95_fireplace-1,,MuishaungNeedham,95_fireplace,βʌr.kũ,βʌr.kũ,β ʌ r + k ũ,,Needham1897,,,^β ʌ r . k ũ$,default,varrkuṉ,1897
MuishaungModern-95_fireplace-1,,MuishaungModern,95_fireplace,tap₄kʰu₂,tap₄kʰu₂,t a p ₄/⁵⁵ + kʰ u ₂/²³¹,,VanDam2025,,,^t a p ₄ kʰ u ₂$,default,tap.khux,2024
MuishaungNeedham-96_firegun-1,,MuishaungNeedham,96_firegun,gɑp,gɑp,g ɑ p,,Needham1897,,,^g ɑ p$,default,gâp,1897
MuishaungModern-96_firegun-1,,MuishaungModern,96_firegun,ɣap₄,ɣap₄,ɣ a p ₄/⁵⁵,,VanDam2025,,,^ɣ a p ₄$,default,ghap,2024
MuishaungNeedham-97_fish-1,,MuishaungNeedham,97_fish,ŋɑˀ,ŋɑˀ,ŋ ɑˀ,,Needham1897,,,^ŋ ɑˀ$,default,ngâ,1897
MuishaungModern-97_fish-1,,MuishaungModern,97_fish,ŋaʔ₄,ŋaʔ₄,ŋ a ʔ ₄/⁵⁵,,VanDam2025,,,^ŋ a ʔ ₄$,default,ngaq,2024
MuishaungNeedham-98_flame-1,,MuishaungNeedham,98_flame,βɑ̃,βɑ̃,β ɑ̃,,Needham1897,,,^β ɑ̃$,default,vâṉ,1897
MuishaungNeedham-99_flea-1,,MuishaungNeedham,99_flea,kʌr.kʰi,kʌr.kʰi,k ʌ r + kʰ i,,Needham1897,,,^k ʌ r . kʰ i$,default,kar´khî,1897
MuishaungModern-99_flea-1,,MuishaungModern,99_flea,tə₀li₃,tə₀li₃,t ə ₀/⁰ l i ₃/³³,,VanDam2025,,,^t ə ₀ l i ₃$,default,tv.lic,2024
MuishaungNeedham-100_flintstriker-1,,MuishaungNeedham,100_flintstriker,βʌr.pɒi̯,βʌr.pɒi̯,β ʌ r + p ɒi̯,,Needham1897,,,^β ʌ r . p ɒi̯ $,default,varrpai,1897
MuishaungModern-100_flintstriker-1,,MuishaungModern,100_flintstriker,βɐr₁pai₃,βɐr₁pai₃,β ɐ r ₁/³¹ + p a i ₃/³³,,VanDam2025,,,^β ɐ r ₁ p a i ₃$,default,wvrz.payc,2024
MuishaungNeedham-101_flyv-1,,MuishaungNeedham,101_flyv,bɑ,bɑ,b ɑ,,Needham1897,,,^b ɑ$,default,bâ,1897
MuishaungModern-101_flyv-1,,MuishaungModern,101_flyv,ba₁,ba₁,b a ₁/³¹,,VanDam2025,,,^b a ₁$,default,baz,2024
MuishaungNeedham-102_fog-1,,MuishaungNeedham,102_fog,pʰʌrm,pʰʌrm,pʰ ʌ r m,,Needham1897,,,^pʰ ʌ r m$,default,pharm,1897
MuishaungModern-102_fog-1,,MuishaungModern,102_fog,pʰɤm₂,pʰɤm₂,pʰ ɤ m ₂/²³¹,,VanDam2025,,,^pʰ ɤ m ₂$,default,phuemx,2024
MuishaungNeedham-103_foot-1,,MuishaungNeedham,103_foot,jɑ.pʰɑ,jɑ.pʰɑ,j ɑ + pʰ ɑ,,Needham1897,,,^j ɑ . pʰ ɑ$,default,yâ´phâ,1897
MuishaungModern-103_foot-1,,MuishaungModern,103_foot,ʒa₁pʰa₃,ʒa₁pʰa₃,ʒ a ₁/³¹ + pʰ a ₃/³³,,VanDam2025,,,^ʒ a ₁ pʰ a ₃$,default,yaz.phac,2024
MuishaungNeedham-104_forget-1,,MuishaungNeedham,104_forget,ɑ.lɒk,ɑ.lɒk,ɑ + l ɒ k,,Needham1897,,,^ɑ . l ɒ k$,default,â´lok,1897
MuishaungModern-104_forget-1,,MuishaungModern,104_forget,ə₀lɐuk₄,ə₀lɐuk₄,ə ₀/⁰ l ɐu k ₄/⁵⁵,,VanDam2025,,,^ə ₀ l ɐu k ₄$,default,v.lvuk,2024
MuishaungNeedham-105_forest-1,,MuishaungNeedham,105_forest,lɪŋ,lɪŋ,l ɪ ŋ,,Needham1897,,,^l ɪ ŋ$,default,ling,1897
MuishaungModern-105_forest-1,,MuishaungModern,105_forest,lɨŋ₂,lɨŋ₂,l ɨ ŋ ₂/²³¹,,VanDam2025,,,^l ɨ ŋ ₂$,default,luingx,2024
MuishaungNeedham-106_forehead-1,,MuishaungNeedham,106_forehead,kʰɑŋ,kʰɑŋ,kʰ ɑ ŋ,,Needham1897,,,^kʰ ɑ ŋ$,default,khâng,1897
MuishaungModern-106_forehead-1,,MuishaungModern,106_forehead,kʰɐuŋ₂kɨm₂,kʰɐuŋ₂kɨm₂,kʰ ɐu ŋ ₂/²³¹ + k ɨ m ₂/²³¹,,VanDam2025,,,^kʰ ɐu ŋ ₂ k ɨ m ₂$,default,khvungx.kuimx,2024
MuishaungNeedham-107_fowl-1,,MuishaungNeedham,107_fowl,wu,wu,w u,,Needham1897,,,^w u$,default,wû,1897
MuishaungModern-107_fowl-1,,MuishaungModern,107_fowl,βu₁,βu₁,β u ₁/³¹,,VanDam2025,,,^β u ₁$,default,wuz,2024
MuishaungNeedham-108_friend-1,,MuishaungNeedham,108_friend,i.hi.wɑ,i.hi.wɑ,i + h i + w ɑ,,Needham1897,,,^i . h i . w ɑ$,default,î-hî´wâ,1897
MuishaungNeedham-109_getupvrise-1,,MuishaungNeedham,109_getupvrise,kʌ.tɛn,kʌ.tɛn,k ʌ + t ɛ n,,Needham1897,,,^k ʌ . t ɛ n$,default,ka´ten,1897
MuishaungModern-109_getupvrise-1,,MuishaungModern,109_getupvrise,kə₀ten₃,kə₀ten₃,k ə ₀/⁰ t e n ₃/³³,,VanDam2025,,,^k ə ₀ t e n ₃$,default,kv.tenc,2024
MuishaungNeedham-110_girl-1,,MuishaungNeedham,110_girl,jɑ.ʃɪk.ʃɑ,jɑ.ʃɪk.ʃɑ,j ɑ + ʃ ɪ k + ʃ ɑ,,Needham1897,,,^j ɑ . ʃ ɪ k . ʃ ɑ$,default,yâ´shikshâ,1897
MuishaungModern-110_girl-1,,MuishaungModern,110_girl,ʒal₂ʨɨk₄sa₁,ʒal₂ʨɨk₄sa₁,ʒ a l ₂/²³¹ + tɕ ɨ k ₄/⁵⁵ + s a ₁/³¹,,VanDam2025,,,^ʒ a l ₂ ʨ ɨ k ₄ s a ₁$,default,yalxjuiksaz,2024
MuishaungNeedham-111_give-1,,MuishaungNeedham,111_give,ku,ku,k u,,Needham1897,,,^k u$,default,kû,1897
MuishaungModern-111_give-1,,MuishaungModern,111_give,"kuʔ₄, kui₁",kuʔ₄,k u ʔ ₄/⁵⁵,,VanDam2025,,,^k u ʔ ₄$,default,"kuq, kuyz",2024
MuishaungModern-111_give-2,,MuishaungModern,111_give,"kuʔ₄, kui₁",kui₁,k u i ₁/³¹,,VanDam2025,,,^k u i ₁$,default,"kuq, kuyz",2024
MuishaungNeedham-112_goawayv-1,,MuishaungNeedham,112_goawayv,kʌ.tʰɒt,kʌ.tʰɒt,k ʌ + tʰ ɒ t,,Needham1897,,,^k ʌ . tʰ ɒ t$,default,ka´thot,1897
MuishaungModern-112_goawayv-1,,MuishaungModern,112_goawayv,kə₀t̪ʰoɐt₄,kə₀t̪ʰoɐt₄,k ə ₀/⁰ t̪ʰ o ɐ t ₄/⁵⁵,,VanDam2025,,,^k ə ₀ t̪ʰ o ɐ t ₄$,default,kv.httovt,2024
MuishaungNeedham-113_goat-1,,MuishaungNeedham,113_goat,kɪr.ki,kɪr.ki,k ɪ r + k i,,Needham1897,,,^k ɪ r . k i$,default,kir´kî,1897
MuishaungModern-113_goat-1,,MuishaungModern,113_goat,kʰel₂kʰi₂,kʰel₂kʰi₂,kʰ e l ₂/²³¹ + kʰ i ₂/²³¹,,VanDam2025,,,^kʰ e l ₂ kʰ i ₂$,default,khelx.khix,2024
MuishaungNeedham-114_gong-1,,MuishaungNeedham,114_gong,ɲɑm,ɲɑm,ɲ ɑ m,,Needham1897,,,^ɲ ɑ m$,default,nyâm,1897
MuishaungModern-114_gong-1,,MuishaungModern,114_gong,ɲam₂,ɲam₂,ɲ a m ₂/²³¹,,VanDam2025,,,^ɲ a m ₂$,default,nyamx,2024
MuishaungNeedham-115_good-1,,MuishaungNeedham,115_good,ɑ.hʌl,ɑ.hʌl,ɑ + h ʌ l,,Needham1897,,,^ɑ . h ʌ l$,default,â´hal,1897
MuishaungModern-115_good-1,,MuishaungModern,115_good,ə₀hɐl₂,ə₀hɐl₂,ə ₀/⁰ h ɐ l ₂/²³¹,,VanDam2025,,,^ə ₀ h ɐ l ₂$,default,v.hvlx,2024
MuishaungNeedham-116_granary-1,,MuishaungNeedham,116_granary,sʌm.tɑp,sʌm.tɑp,s ʌ m + t ɑ p,,Needham1897,,,^s ʌ m . t ɑ p$,default,sam´tâp,1897
MuishaungModern-116_granary-1,,MuishaungModern,116_granary,ʦəm₁tap₄,ʦəm₁tap₄,ts ə m ₁/³¹ + t a p ₄/⁵⁵,,VanDam2025,,,^ʦ ə m ₁ t a p ₄$,default,tsvmz.tap,2024
MuishaungNeedham-117_gun-1,,MuishaungNeedham,117_gun,kɒ̃,kɒ̃,k ɒ̃,,Needham1897,,,^k ɒ̃$,default,koṉ,1897
MuishaungModern-117_gun-1,,MuishaungModern,117_gun,ko₁,ko₁,k o ₁/³¹,,VanDam2025,,,^k o ₁$,default,koz,2024
MuishaungNeedham-118_gunpowder-1,,MuishaungNeedham,118_gunpowder,nɑm.βʌn,nɑm.βʌn,n ɑ m + β ʌ n,,Needham1897,,,^n ɑ m . β ʌ n$,default,nâm´van,1897
MuishaungModern-118_gunpowder-1,,MuishaungModern,118_gunpowder,nam₂βan₂,nam₂βan₂,n a m ₂/²³¹ + β a n ₂/²³¹,,VanDam2025,,,^n a m ₂ β a n ₂$,default,namx.wanx,2024
MuishaungNeedham-119_flintforditto-1,,MuishaungNeedham,119_flintforditto,pʌ.luŋ,pʌ.luŋ,p ʌ + l u ŋ,,Needham1897,,,^p ʌ . l u ŋ$,default,palûng,1897
MuishaungModern-119_flintforditto-1,,MuishaungModern,119_flintforditto,pai₃luŋ₁,pai₃luŋ₁,p a i ₃/³³ + l u ŋ ₁/³¹,,VanDam2025,,,^p a i ₃ l u ŋ ₁$,default,payc.lungz,2024
MuishaungNeedham-120_hail-1,,MuishaungNeedham,120_hail,tɪŋ.yr,tɪŋ.yr,t ɪ ŋ + y r,,Needham1897,,,^t ɪ ŋ . y r$,default,ting´ür,1897
MuishaungModern-120_hail-1,,MuishaungModern,120_hail,ɲer₂lɔ₂,ɲer₂lɔ₂,ɲ e r ₂/²³¹ + l ɔ ₂/²³¹,,VanDam2025,,,^ɲ e r ₂ l ɔ ₂$,default,nyerx.lox,2024
MuishaungNeedham-121_hair-1,,MuishaungNeedham,121_hair,ku.mul,ku.mul,k u + m u l,,Needham1897,,,^k u . m u l$,default,kû´mûl,1897
MuishaungModern-121_hair-1,,MuishaungModern,121_hair,kʰu₂mul₁,kʰu₂mul₁,kʰ u ₂/²³¹ + m u l ₁/³¹,,VanDam2025,,,^kʰ u ₂ m u l ₁$,default,khux.mulz,2024
MuishaungNeedham-122_hand-1,,MuishaungNeedham,122_hand,jɒk.pʰɑ,jɒk.pʰɑ,j ɒ k + pʰ ɑ,,Needham1897,,,^j ɒ k . pʰ ɑ$,default,yok´phâ,1897
MuishaungModern-122_hand-1,,MuishaungModern,122_hand,ʒɐuk₄pʰa₃,ʒɐuk₄pʰa₃,ʒ ɐu k ₄/⁵⁵ + pʰ a ₃/³³,,VanDam2025,,,^ʒ ɐu k ₄ pʰ a ₃$,default,yvuk.phac,2024
MuishaungNeedham-123_hat-1,,MuishaungNeedham,123_hat,kʰu.pʰuk,kʰu.pʰuk,kʰ u + pʰ u k,,Needham1897,,,^kʰ u . pʰ u k$,default,khû´phûk,1897
MuishaungModern-123_hat-1,,MuishaungModern,123_hat,kʰu₂pʰuk₄,kʰu₂pʰuk₄,kʰ u ₂/²³¹ + pʰ u k ₄/⁵⁵,,VanDam2025,,,^kʰ u ₂ pʰ u k ₄$,default,khux.phuk,2024
MuishaungNeedham-124_he-1,,MuishaungNeedham,124_he,ɑ.pi,ɑ.pi,ɑ + p i,,Needham1897,,,^ɑ . p i$,default,â´pî,1897
MuishaungModern-124_he-1,,MuishaungModern,124_he,ə₀piʔ₄,ə₀piʔ₄,ə ₀/⁰ p i ʔ ₄/⁵⁵,,VanDam2025,,,^ə ₀ p i ʔ ₄$,default,v.piq,2024
MuishaungNeedham-125_here-1,,MuishaungNeedham,125_here,ɑ.ny,ɑ.ny,ɑ + n y,,Needham1897,,,^ɑ . n y$,default,â´nü,1897
MuishaungModern-125_here-1,,MuishaungModern,125_here,ə₀nɤ₂,ə₀nɤ₂,ə ₀/⁰ n ɤ ₂/²³¹,,VanDam2025,,,^ə ₀ n ɤ ₂$,default,v.nuex,2024
MuishaungNeedham-126_here-1,,MuishaungNeedham,126_here,ɑ.jy,ɑ.jy,ɑ + j y,,Needham1897,,,^ɑ . j y$,default,â´yü,1897
MuishaungNeedham-127_head-1,,MuishaungNeedham,127_head,kʰu,kʰu,kʰ u,,Needham1897,,,^kʰ u$,default,khû,1897
MuishaungModern-127_head-1,,MuishaungModern,127_head,kʰu₂,kʰu₂,kʰ u ₂/²³¹,,VanDam2025,,,^kʰ u ₂$,default,khux,2024
MuishaungNeedham-128_heavy-1,,MuishaungNeedham,128_heavy,ɑ.liˀ,ɑ.liˀ,ɑ + l i ˀ/ʔ,,Needham1897,,,^ɑ . l iˀ$,default,â´lî,1897
MuishaungModern-128_heavy-1,,MuishaungModern,128_heavy,ə₀li₁ / liʔ₄,ə₀li₁,ə ₀/⁰ l i ₁/³¹,,VanDam2025,,,^ə ₀ l i ₁$,default,v.liz,2024
MuishaungModern-128_heavy-2,,MuishaungModern,128_heavy,ə₀li₁ / liʔ₄,liʔ₄,l i ʔ ₄/⁵⁵,,VanDam2025,,,^l i ʔ ₄$,default,v.liz,2024
MuishaungNeedham-129_hill-1,,MuishaungNeedham,129_hill,ku,ku,k u,,Needham1897,,,^k u$,default,kû,1897
MuishaungModern-129_hill-1,,MuishaungModern,129_hill,ku₁,ku₁,k u ₁/³¹,,VanDam2025,,,^k u ₁$,default,kuz,2024
MuishaungNeedham-130_horn-1,,MuishaungNeedham,130_horn,ɑ.ruŋ,ɑ.ruŋ,ɑ + r u ŋ,,Needham1897,,,^ɑ . r u ŋ$,default,â´rûng,1897
MuishaungModern-130_horn-1,,MuishaungModern,130_horn,ə₀ruŋ₂,ə₀ruŋ₂,ə ₀/⁰ r u ŋ ₂/²³¹,,VanDam2025,,,^ə ₀ r u ŋ ₂$,default,v.rungx,2024
MuishaungNeedham-131_hot-1,,MuishaungNeedham,131_hot,ɑ.kɑl,ɑ.kɑl,ɑ + k ɑ l,,Needham1897,,,^ɑ . k ɑ l$,default,â´kâl,1897
MuishaungModern-131_hot-1,,MuishaungModern,131_hot,ə₀kal₂,ə₀kal₂,ə ₀/⁰ k a l ₂/²³¹,,VanDam2025,,,^ə ₀ k a l ₂$,default,v.kalx,2024
MuishaungNeedham-132_house-1,,MuishaungNeedham,132_house,"jɪm, jym",jɪm,j ɪ m,,Needham1897,,,^j ɪ m$,default,"yim, yüm",1897
MuishaungNeedham-132_house-2,,MuishaungNeedham,132_house,"jɪm, jym",jym,j y m,,Needham1897,,,^j y m$,default,"yim, yüm",1897
MuishaungModern-132_house-1,,MuishaungModern,132_house,ʒɨm₂,ʒɨm₂,ʒ ɨ m ₂/²³¹,,VanDam2025,,,^ʒ ɨ m ₂$,default,yuimx,2024
MuishaungNeedham-133_notchedstepsleadinguptohouse-1,,MuishaungNeedham,133_notchedstepsleadinguptohouse,hi.kʰu,hi.kʰu,h i + kʰ u,,Needham1897,,,^h i . kʰ u$,default,hî´khû,1897
MuishaungModern-133_notchedstepsleadinguptohouse-1,,MuishaungModern,133_notchedstepsleadinguptohouse,hi₂kʰu₂,hi₂kʰu₂,h i ₂/²³¹ + kʰ u ₂/²³¹,,VanDam2025,,,^h i ₂ kʰ u ₂$,default,hix.khux,2024
MuishaungNeedham-134_how-1,,MuishaungNeedham,134_how,m.kʰo.lɑ,m.kʰo.lɑ,m + kʰ o + l ɑ,,Needham1897,,,^m . kʰ o . l ɑ$,default,m´khô´lâ,1897
MuishaungModern-134_how-1,,MuishaungModern,134_how,m₁kʰo₃ la₃,m₁kʰo₃_la₃,m ₁/³¹ + kʰ o ₃/³³ + l a ₃/³³,,VanDam2025,,,^m ₁ kʰ o ₃_ l a ₃$,default,mz.'khoc lac,2024
MuishaungNeedham-135_high-1,,MuishaungNeedham,135_high,juŋ,juŋ,j u ŋ,,Needham1897,,,^j u ŋ$,default,yûng,1897
MuishaungModern-135_high-1,,MuishaungModern,135_high,ʒuŋ₂,ʒuŋ₂,ʒ u ŋ ₂/²³¹,,VanDam2025,,,^ʒ u ŋ ₂$,default,yungx,2024
MuishaungNeedham-136_i-1,,MuishaungNeedham,136_i,ŋɑ,ŋɑ,ŋ ɑ,,Needham1897,,,^ŋ ɑ$,default,ngâ,1897
MuishaungModern-136_i-1,,MuishaungModern,136_i,ŋa₁,ŋa₁,ŋ a ₁/³¹,,VanDam2025,,,^ŋ a ₁$,default,ngaz,2024
MuishaungNeedham-137_ill-1,,MuishaungNeedham,137_ill,ɑ.tu,ɑ.tu,ɑ + t u,,Needham1897,,,^ɑ . t u$,default,â´tû,1897
MuishaungModern-137_ill-1,,MuishaungModern,137_ill,ə₀t̪ɨu₁,ə₀t̪ɨu₁,ə ₀/⁰ t̪ ɨu ₁/³¹,,VanDam2025,,,^ə ₀ t̪ ɨu ₁$,default,v.thuiuz,2024
MuishaungNeedham-138_indiancorn-1,,MuishaungNeedham,138_indiancorn,pɒ.wuŋ,pɒ.wuŋ,p ɒ + w u ŋ,,Needham1897,,,^p ɒ . w u ŋ$,default,powûng,1897
MuishaungModern-138_indiancorn-1,,MuishaungModern,138_indiancorn,pɨ₂βuŋ₂,pɨ₂βuŋ₂,p ɨ ₂/²³¹ + β u ŋ ₂/²³¹,,VanDam2025,,,^p ɨ ₂ β u ŋ ₂$,default,puix.wungx,2024
MuishaungNeedham-139_iron-1,,MuishaungNeedham,139_iron,jɑn,jɑn,j ɑ n,,Needham1897,,,^j ɑ n$,default,yân,1897
MuishaungModern-139_iron-1,,MuishaungModern,139_iron,ʒan₂,ʒan₂,ʒ a n ₂/²³¹,,VanDam2025,,,^ʒ a n ₂$,default,yanx,2024
MuishaungNeedham-140_jungle-1,,MuishaungNeedham,140_jungle,"jɑ.ry, ʧɑ.ry",jɑ.ry,j ɑ + r y,,Needham1897,,,^j ɑ . r y$,default,"yâ´rü, jâ´rü",1897
MuishaungNeedham-140_jungle-2,,MuishaungNeedham,140_jungle,"jɑ.ry, ʧɑ.ry",ʧɑ.ry,tʃ ɑ + r y,,Needham1897,,,^ʧ ɑ . r y$,default,"yâ´rü, jâ´rü",1897
MuishaungModern-140_jungle-1,,MuishaungModern,140_jungle,ʒai₁rɨ₂,ʒai₁rɨ₂,ʒ a i ₁/³¹ + r ɨ ₂/²³¹,,VanDam2025,,,^ʒ a i ₁ r ɨ ₂$,default,yayz.ruix,2024
