ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Orthographic_Entry,Attestation
MuishaungNeedham-206_sitdownv-1,,MuishaungNeedham,206_sitdownv,nɒŋ,nɒŋ,n ɒ ŋ,,Needham1897,,,^n ɒ ŋ$,default,nong,1897
MuishaungModern-206_sitdownv-1,,MuishaungModern,206_sitdownv,ŋɐuŋ₃,ŋɐuŋ₃,ŋ ɐu ŋ ₃/³³,,VanDam2025,,,^ŋ ɐu ŋ ₃$,default,ngvungc,2024
MuishaungNeedham-207_skin-1,,MuishaungNeedham,207_skin,ɑ.kry,ɑ.kry,ɑ + k r y,,Needham1897,,,^ɑ . k r y$,default,â´krü,1897
MuishaungModern-207_skin-1,,MuishaungModern,207_skin,kʰɨ₂,kʰɨ₂,kʰ ɨ ₂/²³¹,,VanDam2025,,,^kʰ ɨ ₂$,default,shuix,2024
MuishaungNeedham-208_sky-1,,MuishaungNeedham,208_sky,rɒŋ,rɒŋ,r ɒ ŋ,,Needham1897,,,^r ɒ ŋ$,default,rong,1897
MuishaungModern-208_sky-1,,MuishaungModern,208_sky,rɐuŋ₂,rɐuŋ₂,r ɐu ŋ ₂/²³¹,,VanDam2025,,,^r ɐu ŋ ₂$,default,rvungx,2024
MuishaungNeedham-209_slave-1,,MuishaungNeedham,209_slave,dɑ,dɑ,d ɑ,,Needham1897,,,^d ɑ$,default,dâ,1897
MuishaungModern-209_slave-1,,MuishaungModern,209_slave,da₂,da₂,d a ₂/²³¹,,VanDam2025,,,^d a ₂$,default,dax,2024
MuishaungNeedham-210_slippery-1,,MuishaungNeedham,210_slippery,ɑn.jɑr,ɑn.jɑr,ɑ n + j ɑ r,,Needham1897,,,^ɑ n . j ɑ r$,default,ân´yâr,1897
MuishaungModern-210_slippery-1,,MuishaungModern,210_slippery,ə₀ɲel₁,ə₀ɲel₁,ə ₀/⁰ ɲ e l ₁/³¹,,VanDam2025,,,^ə ₀ ɲ e l ₁$,default,v.nyelz,2024
MuishaungNeedham-211_sleepv-1,,MuishaungNeedham,211_sleepv,βɒɪl,βɒɪl,β ɒ ɪ l,,Needham1897,,,^β ɒ ɪ l$,default,voil,1897
MuishaungModern-211_sleepv-1,,MuishaungModern,211_sleepv,βoɐl₃,βoɐl₃,β o ɐ l ₃/³³,,VanDam2025,,,^β o ɐ l ₃$,default,wovlc,2024
MuishaungNeedham-212_small-1,,MuishaungNeedham,212_small,ɑ.pʰun.sɑ,ɑ.pʰun.sɑ,ɑ + pʰ u n + s ɑ,,Needham1897,,,^ɑ . pʰ u n . s ɑ$,default,â-phûn´sâ,1897
MuishaungModern-212_small-1,,MuishaungModern,212_small,ə₀pʰɨn₃ sa₁,ə₀pʰɨn₃_sa₁,ə ₀/⁰ pʰ ɨ n ₃/³³ + s a ₁/³¹,,VanDam2025,,,^ə ₀ pʰ ɨ n ₃_ s a ₁$,default,v.phuinc saz,2024
MuishaungNeedham-213_smell-1,,MuishaungNeedham,213_smell,ɑ.tʰɪŋ,ɑ.tʰɪŋ,ɑ + tʰ ɪ ŋ,,Needham1897,,,^ɑ . tʰ ɪ ŋ$,default,â´thing,1897
MuishaungModern-213_smell-1,,MuishaungModern,213_smell,t̪ɨŋ₂,t̪ɨŋ₂,t̪ ɨ ŋ ₂/²³¹,,VanDam2025,,,^t̪ ɨ ŋ ₂$,default,thuingx,2024
MuishaungNeedham-214_smoke-1,,MuishaungNeedham,214_smoke,βʌr.kru,βʌr.kru,β ʌ r + k r u,,Needham1897,,,^β ʌ r . k r u$,default,varrkrû,1897
MuishaungModern-214_smoke-1,,MuishaungModern,214_smoke,βɐr₁kʰɨuʔ₄,βɐr₁kʰɨuʔ₄,β ɐ r ₁/³¹ + kʰ ɨu ʔ ₄/⁵⁵,,VanDam2025,,,^β ɐ r ₁ kʰ ɨu ʔ ₄$,default,wvrz.khuiuq,2024
MuishaungNeedham-215_snake-1,,MuishaungNeedham,215_snake,pu,pu,p u,,Needham1897,,,^p u$,default,pû,1897
MuishaungModern-215_snake-1,,MuishaungModern,215_snake,pɨu₃,pɨu₃,p ɨu ₃/³³,,VanDam2025,,,^p ɨu ₃$,default,puiuc,2024
MuishaungNeedham-216_snow-1,,MuishaungNeedham,216_snow,tʰɪk.hɛk,tʰɪk.hɛk,tʰ ɪ k + h ɛ k,,Needham1897,,,^tʰ ɪ k . h ɛ k$,default,thik´hek,1897
MuishaungModern-216_snow-1,,MuishaungModern,216_snow,ʦɨk₄hek₄,ʦɨk₄hek₄,ts ɨ k ₄/⁵⁵ + h e k ₄/⁵⁵,,VanDam2025,,,^ʦ ɨ k ₄ h e k ₄$,default,tsik.hek,2024
MuishaungNeedham-217_son-1,,MuishaungNeedham,217_son,"mi.βɑ.ʃɑ, mi.βɑ.ʃɑ̃",mi.βɑ.ʃɑ,m i + β ɑ + ʃ ɑ,,Needham1897,,,^m i . β ɑ . ʃ ɑ$,default,"mî´vâshâ, mî´vâshâṉ",1897
